uniform,normal,exponential
3.1239,6.0438,0.6078
1.7821,7.095,1.1918
0.2014,4.9606,0.0978
1.5745,8.4206,0.6675
6.661,5.3487,1.6957
6.2959,3.0347,2.7432
9.3568,4.1569,2.2105
7.9817,4.4409,0.2305
5.6776,5.8882,0.0646
1.3756,3.5791,4.8078
5.6407,4.553,1.1744
0.616,4.7584,0.9649
4.3088,4.3278,0.7168
3.9026,6.2171,0.8364
4.2781,5.962,0.7851
2.7983,6.7499,2.6332
6.8583,4.5035,0.8641
8.4094,6.8038,2.3311
7.6852,2.954,1.1112
6.2775,2.9174,2.2565
5.3834,3.1793,2.8232
0.3108,5.0138,3.7716
7.2293,6.8036,6.1624
5.4498,4.0968,3.2452
2.7074,4.285,4.5819
3.2784,4.676,0.4401
9.3561,5.8592,0.7929
6.2436,4.2836,0.1963
4.7591,4.1999,0.2153
6.2092,2.9819,1.9989
4.1374,4.1424,0.3708
4.7018,6.7662,1.1775
2.9031,5.1364,2.292
4.3985,3.8902,2.1739
6.8559,6.8542,0.1461
0.3994,4.1222,0.0434
7.9503,7.1299,0.7018
2.8298,7.1054,5.7904
6.8256,5.084,0.0701
6.4273,2.7522,0.2037
6.5263,8.4343,1.0611
6.0813,5.5809,0.4676
9.591,4.5142,0.5889
5.0834,6.4342,1.1522
7.3232,6.0535,7.1418
7.0545,6.9664,2.5375
2.3627,4.0065,0.0103
2.8331,5.4777,1.0119
4.2402,3.2212,1.8304
2.777,5.9995,0.6694
3.6674,4.9656,5.7995
3.9096,5.4215,2.3867
6.0386,4.7805,0.3684
2.1989,4.6235,0.0798
8.0429,3.6977,0.923
4.3754,6.1856,3.3371
7.0624,7.2346,1.8425
0.8144,4.165,0.2843
4.6997,5.8303,5.7424
0.2822,5.6483,0.1368
6.7591,5.0121,1.566
3.4371,2.7101,1.791
9.4925,3.0476,5.8597
3.2412,3.8285,0.6242
5.6381,1.7915,2.0341
2.5739,7.112,0.7245
6.2011,5.5516,1.6784
4.6704,4.9551,0.0938
3.7063,1.7146,2.0925
2.0369,2.2642,0.0852
1.1152,4.9965,1.0923
1.1988,7.9557,0.4126
9.9904,3.952,3.5987
4.1231,6.2957,0.4002
0.0193,4.2801,0.6306
9.5293,5.0829,1.706
0.1998,6.822,1.562
4.1859,4.4811,1.8467
7.1748,3.9648,0.509
9.146,7.1271,3.0472
7.1289,5.0683,3.3408
4.6363,6.6368,1.1071
9.7444,3.9721,1.6989
0.3932,7.11,5.3192
9.8689,5.4104,2.0285
8.4939,5.6522,1.3269
9.2893,5.1974,0.8425
2.5477,4.2418,2.0171
1.4246,4.9975,1.9068
6.6332,4.3361,5.1578
5.1586,6.4393,0.3226
5.2317,4.6954,0.5892
9.2462,2.7552,0.7757
6.2008,2.4809,0.147
3.1106,2.4099,6.3566
4.0007,5.927,4.0022
1.335,3.2727,4.4061
1.9231,5.4501,2.1699
1.4335,5.2049,2.0492
8.1029,4.9029,2.6998
7.0487,5.6576,1.0077
5.3035,5.2375,0.5213
3.7437,0.9354,2.1419
6.6849,4.5146,1.7649
8.1291,5.6377,4.8529
8.8123,7.4604,0.7065
5.4702,7.5297,0.2487
8.1989,2.9553,4.8925
5.1131,4.4754,0.9726
4.7453,2.6508,3.2486
8.6543,7.2798,1.802
3.8637,6.5193,1.2818
3.9591,5.5259,1.1065
3.0491,5.2491,7.6715
5.187,7.0709,3.503
5.4485,6.817,2.6962
6.6046,6.7371,0.8007
4.305,5.685,1.2915
2.1784,4.4762,0.9907
8.6684,6.1507,7.295
3.46,6.2241,6.3947
9.2294,4.714,2.119
2.0735,4.4731,5.8513
5.6006,6.7,0.7106
5.3662,7.4962,2.491
8.2865,3.8759,2.4228
1.3885,4.6049,1.4658
9.0994,5.5264,0.8042
5.3143,5.7299,4.0973
5.8611,4.2165,3.607
5.1017,7.8253,1.1336
0.3602,5.6331,0.4352
4.9709,5.7971,0.8736
2.6355,7.6383,4.136
3.4269,4.3264,2.7982
6.491,4.8674,0.7287
4.977,3.12,2.2647
0.9322,4.7415,0.2212
0.7304,2.7666,2.4707
1.8566,6.1218,0.9614
1.9089,5.63,2.4654
6.083,4.5844,2.3344
1.7781,4.8494,0.3051
8.8172,6.1422,2.8917
2.0976,3.2963,1.3843
0.9113,5.3063,8.4728
8.7575,6.0493,2.1553
2.9533,2.3266,1.4772
4.2542,6.0274,0.6595
9.5903,2.4889,1.6482
9.4437,4.8236,0.5441
7.1492,3.2549,2.168
0.6894,7.1469,3.0681
5.9334,3.2643,2.1521
9.8908,2.5247,4.388
9.4692,5.2,0.2309
1.06,4.3794,0.3542
3.9597,2.7431,4.5894
3.1554,5.7887,0.0486
1.2973,2.0128,0.3855
6.948,3.4456,2.7125
2.7385,4.1372,1.6858
3.4487,6.2033,0.2283
0.9036,6.9432,0.146
4.9797,6.6542,0.4533
1.5817,4.7701,0.6443
4.3209,1.359,3.6269
1.4334,5.5863,2.0816
9.5385,7.2059,1.632
1.4498,6.8507,0.0883
5.2189,5.6944,0.9494
1.9698,3.2157,2.2202
0.7636,4.212,3.2735
2.0231,7.9007,1.9141
0.5477,2.8749,1.1252
1.394,3.2782,4.8028
4.9348,6.4138,0.0917
6.5182,4.3533,2.0805
0.8734,3.2274,1.8044
4.4102,7.292,1.5209
5.8125,5.6916,0.9844
2.3423,4.4273,1.2761
3.7208,3.2813,1.022
0.7183,8.0711,0.7638
2.2013,4.9633,1.1225
4.6675,7.096,3.6409
9.9044,6.3405,0.9863
9.9627,4.2186,1.7987
9.7962,4.2306,0.7861
4.2309,7.1695,0.0488
0.8068,7.1938,0.5592
3.2357,2.1846,0.2253
2.3771,5.8247,0.8761
0.1413,4.8182,0.1614
0.9523,3.45,1.8884
4.5319,5.3926,1.8885
3.3966,2.9756,0.9966
1.8035,4.3003,0.0524
7.161,3.8023,3.3983
3.5712,4.2503,2.4684
8.5187,4.8928,0.8973
2.4098,3.4767,5.0015
5.3839,7.3598,0.0522
1.8414,5.7399,0.9014
4.953,7.6918,0.7895
1.5247,4.7599,0.0063
1.6158,4.1768,1.5294
6.1222,7.6376,2.2078
2.6379,4.1329,3.6613
1.7237,4.7326,2.862
9.2977,6.0801,1.4104
0.43,3.1434,0.4323
5.6515,6.0669,0.2066
5.4826,5.875,3.3153
2.5061,6.904,3.7537
4.5277,6.3351,2.8015
0.8774,6.95,5.4467
7.2127,4.8344,5.1544
2.217,3.706,3.3755
1.9339,8.165,2.8604
3.1488,2.71,4.5262
9.0237,2.8602,1.4693
7.9647,5.8477,0.6652
9.4689,7.4375,0.6643
6.5196,5.2843,2.9583
6.6292,6.499,3.0556
4.8003,2.0063,0.9911
9.0519,4.2507,0.4628
5.1088,2.1891,4.5442
3.5506,6.1706,5.0369
6.4038,2.6792,1.1478
5.4614,3.0833,0.9563
1.2402,5.771,1.2846
3.9273,6.5927,0.1512
3.1333,4.7615,3.0409
8.4683,5.8553,0.5458
3.7884,5.8067,2.6308
8.2156,4.6769,1.1325
4.4239,3.3579,2.9539
7.535,5.8473,0.8685
1.3528,5.9196,1.1893
9.2465,6.341,2.1537
4.8056,5.4681,0.1847
2.598,3.2473,2.1494
2.4149,6.0355,0.2392
2.6508,4.9979,1.1256
3.6672,4.2759,2.6305
7.1752,4.558,1.6587
9.496,3.9646,1.2831
6.6904,6.3333,1.2366
5.4717,2.8728,1.5689
4.486,3.5098,2.0062
8.2819,4.5068,0.3854
8.4966,7.4206,3.3995
2.9304,6.5814,2.5145
9.5342,2.5387,1.4484
3.9512,7.027,0.1434
8.0008,7.0241,0.6228
9.6682,3.239,5.9738
7.0366,1.2178,1.3483
1.6155,4.8917,4.1527
5.8614,6.6836,0.6582
1.1878,7.3869,2.027
7.8914,3.6938,1.0554
2.8132,7.628,1.4196
6.9521,1.6581,3.2623
9.1009,4.4479,2.4604
1.8101,4.3742,1.3542
3.9286,6.7285,9.4664
6.4712,6.9475,1.8088
4.1966,6.4313,1.0902
1.7482,2.9742,5.4272
0.2907,6.2939,1.6764
4.066,5.7636,0.7832
6.4921,2.4931,6.114
5.7398,1.8995,0.6505
1.5624,6.557,0.6985
4.5069,4.7299,0.6766
3.6947,3.0722,0.1337
2.742,4.6877,0.2574
7.2927,5.5461,0.3233
3.0965,4.8757,0.1668
5.4014,2.672,1.1794
9.2322,7.8283,2.8968
5.3928,6.5063,0.2938
6.1702,4.4969,0.559
0.7325,4.5574,4.9029
1.7813,5.5392,1.0712
1.0095,3.3056,0.2194
7.6481,5.484,0.9754
8.3592,3.0039,5.9468
1.8646,4.8942,1.7267
2.1927,3.2471,0.0056
3.2321,3.3229,9.1843
5.9108,7.4686,5.758
6.218,5.0888,3.5383
6.8675,5.3111,0.0109
9.0519,1.9829,2.0295
2.9504,4.1045,9.9686
6.5876,5.6918,0.121
5.5972,5.2912,5.8489
3.0584,1.769,3.1156
9.0742,5.3107,0.763
0.9548,5.5498,3.494
7.12,6.9256,0.122
7.2787,4.0172,0.6967
9.1533,1.6369,0.0979
5.1858,3.5048,0.8698
3.2162,3.3544,2.2835
8.2774,6.1051,3.9825
7.7081,0.9249,4.862
5.0032,4.3275,3.2292
7.6786,7.1387,5.3131
2.6788,5.0108,5.2896
5.8951,6.3445,1.6982
8.6518,2.5373,0.7385
3.1798,2.597,8.5976
4.8355,7.1559,0.3093
9.5104,5.1518,1.1317
7.9821,5.1549,1.4063
8.8704,3.3228,1.5503
3.8525,5.1512,1.2224
9.9651,3.2811,4.2388
1.5257,6.7803,1.4622
5.1877,9.0917,2.8857
4.7927,5.7259,0.2883
7.9843,4.0476,9.1678
9.0862,1.1995,0.9732
7.3114,2.4733,0.2913
6.2682,7.3323,1.94
4.2743,3.4562,0.9704
5.1033,4.4437,4.1178
5.093,5.983,1.0663
0.2037,7.2234,0.185
5.0305,4.7006,6.5782
8.5597,4.393,0.6365
7.0927,5.1074,0.8555
7.9571,4.0585,1.4473
3.9048,4.1393,0.9302
5.2897,5.6178,0.7167
0.3348,5.2779,0.4684
3.83,8.1974,0.4829
4.7442,5.6583,1.4848
2.5521,6.7267,3.3438
0.3124,3.3931,0.4873
6.9041,5.7877,1.1084
4.3509,3.9155,1.7254
4.1568,5.5932,4.716
2.4999,6.0328,0.7458
5.3783,5.0748,4.4197
4.3803,8.611,1.8904
4.7398,7.142,2.1766
5.8087,6.7659,2.3107
0.0632,6.1464,4.7208
9.077,7.645,0.9654
0.7109,2.8445,0.0032
4.5092,7.0554,0.0726
2.0737,3.5131,4.9716
5.2378,4.1535,0.102
2.8023,5.8421,1.0488
8.6001,6.8498,11.114
3.9636,3.2696,2.9964
6.3876,4.2312,2.3349
2.4888,5.1463,0.9072
0.1941,4.7205,1.8512
4.0415,6.281,1.7267
5.3649,10.1539,3.4082
4.5955,5.629,2.8497
9.6201,3.8972,0.6709
7.0684,3.0552,1.146
9.9567,4.5121,0.3338
2.9506,3.5896,0.2319
7.8905,5.7013,3.4018
5.5556,5.678,1.614
6.1176,4.3052,1.575
9.8585,7.9774,3.9271
6.5399,3.8968,3.2319
8.9882,4.8209,1.7235
7.2575,5.9587,0.1945
1.2739,6.3381,0.1622
6.9942,6.9164,0.6932
4.8432,5.6427,1.4596
9.188,6.5764,4.7932
8.0683,4.0023,3.2917
1.0413,6.3771,3.4139
1.3392,6.3571,0.2545
0.6961,7.2693,0.1045
4.9324,2.4973,1.9025
0.8077,3.6392,4.1384
7.2368,6.2347,0.6987
5.5236,1.023,0.9583
8.3589,5.738,2.9324
2.798,6.5897,6.0523
5.1914,4.1354,0.4028
1.1748,4.3547,12.6524
8.8461,3.3888,0.433
1.75,4.2177,0.9259
1.0236,4.2611,2.2827
2.0505,3.9757,1.4123
8.0623,3.8935,0.6772
1.0581,4.5935,1.3909
6.1443,4.5753,0.7484
7.4618,7.8112,1.3766
7.5108,4.4087,4.2547
1.9006,5.5162,2.2117
0.6162,4.1347,2.0979
4.4881,4.1156,0.6426
2.0249,2.4434,5.4181
6.9927,2.643,6.4185
3.5669,3.1895,1.4327
4.4935,5.2755,0.8834
1.1348,6.6143,1.0514
5.6755,2.32,4.9544
1.8552,4.1764,1.1316
6.7899,2.9497,0.0192
0.7117,4.6036,0.217
9.7589,6.6137,0.1236
6.8453,4.3297,1.929
1.8173,4.9287,3.9048
0.1409,7.1828,0.9039
3.3446,5.6869,1.6656
1.5281,3.8599,0.136
2.1841,5.2384,2.0279
8.7275,3.7587,5.7444
6.032,5.6307,3.1357
1.7646,5.773,5.4992
5.5666,2.9493,1.0446
2.5578,5.2627,1.2206
9.762,4.8236,2.161
0.3276,5.817,0.4106
7.3232,6.247,6.5725
7.73,5.7162,2.6184
0.6716,4.5452,0.3284
1.7187,6.4,0.8933
3.8431,3.6904,0.8394
8.6815,3.0192,4.5328
5.37,0.2071,4.9964
6.5531,4.8948,0.8164
7.8301,3.7677,3.7462
8.2812,5.5966,0.6721
4.7628,2.0432,1.8458
5.0879,4.0292,0.2671
7.1801,5.7054,4.6523
2.6334,3.4552,0.8542
8.5449,5.6139,4.3087
0.2079,4.1645,2.4581
1.9577,4.9508,0.8153
8.002,5.8927,3.2887
3.4026,6.4292,0.4133
1.4983,5.1387,2.1768
1.8675,3.779,3.931
5.3076,4.3129,2.1027
8.4618,5.9554,1.881
0.7065,3.4681,0.5548
0.3048,4.7329,1.9912
4.6517,4.4212,4.1758
9.5619,4.845,2.1381
2.7901,3.4861,0.7288
9.5917,2.2221,0.1214
8.8768,5.7811,0.5624
2.8314,6.4462,4.9239
8.1695,2.3117,1.3079
6.8587,5.5534,0.1529
5.1182,6.6248,1.8698
4.2292,5.8939,0.4655
8.155,4.375,7.3781
7.9308,3.5848,3.8304
7.5694,5.1215,7.146
9.9826,5.3717,2.7156
4.7851,5.1437,0.4653
8.0692,4.7298,0.1602
8.6248,3.376,1.9296
2.116,5.634,0.1432
0.4207,5.7063,10.1387
4.0475,5.3012,1.0244
8.5674,5.1665,2.9146
2.891,7.5189,1.4151
7.0001,4.0634,2.0141
0.0735,6.9222,2.1219
3.5536,3.899,6.133
6.1552,6.6634,3.6739
1.2976,6.8501,0.3489
8.9661,4.5604,4.8885
1.5627,7.4914,0.235
9.0979,5.7036,0.5211
2.1639,3.6841,1.2798
9.9428,4.4388,0.0245
6.0475,6.6991,0.2993
0.8434,6.3846,0.025
0.6528,3.4129,0.9387
0.7492,4.7911,0.4795
5.8989,5.3053,1.8269
8.0958,4.2386,3.7772
4.0296,8.5367,0.9676
4.4484,5.3505,1.5544
5.8929,4.9073,0.0686
5.3304,6.7863,1.3964
6.8806,4.4522,0.4217
4.7179,6.5111,1.2783
7.1386,2.4984,1.8868
9.9731,4.3195,11.4281
3.503,6.5736,7.2038
0.1222,7.3553,1.45
1.2563,3.8401,2.9375
5.5351,3.6653,0.3839
3.4426,5.8512,1.6878
9.3998,4.0654,1.9707
6.2745,4.5971,1.2759
5.2036,6.3146,0.8755
7.9804,4.1838,2.5065
2.5859,2.0519,0.2611
8.1974,3.0484,2.039
0.0306,5.0149,0.0762
6.1968,2.2049,0.0638
9.3476,4.5543,0.4786
7.8786,2.9119,3.7228
8.5363,7.4599,0.9401
3.9695,8.2477,2.6589
8.2424,3.4127,1.9708
5.5083,5.3851,4.1408
6.1854,3.5594,0.1674
0.5892,4.536,5.7353
2.0155,7.7052,1.2812
5.5096,4.3,1.2519
0.588,4.5709,2.0045
7.4145,3.5862,4.1806
8.4006,6.7193,6.2731
9.2036,0.1051,1.0477
1.0177,4.3358,1.2598
9.3972,4.9312,0.4226
0.6762,4.0084,1.5523
4.7406,6.2953,0.3257
8.4025,6.803,0.6629
0.7031,2.8819,0.3562
0.1823,8.1402,1.2503
0.2495,2.8651,1.7899
5.1127,6.9329,1.9308
8.116,5.2247,2.6984
1.2743,4.2444,4.9031
1.2461,4.3859,0.9268
5.6855,4.9497,2.5884
2.343,5.3126,0.8692
7.3021,3.6198,0.884
9.4964,4.6491,4.7474
7.6603,3.844,1.2988
8.7718,3.1774,0.0525
5.1959,3.774,0.7901
8.3232,3.275,2.4707
1.829,4.3698,0.9931
0.6835,5.6487,1.9744
6.5595,5.1811,0.4039
0.5195,7.9615,1.6829
8.9248,1.6843,7.8042
6.9155,5.704,1.0091
9.522,5.0096,0.5953
3.1389,6.2235,2.1816
4.8616,6.0747,1.5319
7.4169,4.7525,9.1203
2.4278,5.259,4.135
5.4185,3.8839,1.0612
6.5947,5.9205,2.8216
9.7881,2.1817,1.8706
7.447,6.1652,2.2403
1.1813,4.9652,1.2848
4.7533,4.2694,0.5316
5.8877,4.6512,0.0406
1.4662,4.7612,1.1345
4.3197,6.946,1.4607
2.8401,9.8502,0.2633
1.1883,6.8298,3.2336
5.1204,4.152,0.77
1.6563,5.9447,1.4449
5.9054,6.01,3.5951
1.697,3.6123,1.252
7.2359,3.1088,2.523
1.9524,4.9051,3.4749
8.9629,6.2116,1.5326
0.2621,2.5823,0.5577
5.22,3.9187,0.0479
3.201,5.859,1.5944
2.2508,5.0626,2.8231
4.716,7.1244,2.7117
8.4202,2.8829,6.8353
9.1528,8.5282,2.4304
3.0325,2.693,1.6576
1.5424,1.9563,0.1138
7.2014,4.9116,2.7101
5.82,3.2983,3.0655
2.0102,4.9419,1.1365
7.603,4.8894,0.3088
5.1893,4.7063,2.2704
6.534,3.7364,2.3216
3.5934,5.649,1.3972
4.391,4.524,0.9181
1.8034,6.6555,0.7457
7.5652,4.7294,0.3696
1.5701,3.553,1.5991
7.783,2.4684,0.0767
7.9801,4.7418,0.4411
7.466,3.0962,0.2331
0.1942,2.9751,0.842
2.7313,5.7912,0.3438
4.6834,2.3335,0.5573
5.9554,7.1183,3.357
9.1922,5.2396,0.1134
3.7561,4.9342,1.3733
8.7502,3.4479,0.5703
1.6343,6.1466,3.4777
3.7128,4.9956,0.1868
0.5228,3.9709,2.602
7.4249,5.2997,1.9471
1.5065,2.4758,0.8556
2.5702,2.547,5.1987
7.7523,3.3197,2.8872
5.3472,5.5243,4.0713
0.1397,4.9951,2.3818
0.0224,6.5735,4.0359
5.1066,3.62,2.8433
3.0496,5.862,5.7711
1.8031,4.8292,1.1834
6.1359,3.5854,2.5571
2.2844,5.578,5.2382
5.9221,4.901,3.0925
3.7927,4.0563,3.0849
1.8675,5.063,0.0865
1.381,4.8057,4.1347
2.3686,4.7695,0.8812
0.2983,4.3811,3.3148
3.0813,3.0426,3.8294
9.0195,5.1121,0.2413
8.3136,3.7959,5.6978
3.72,3.4695,0.7279
5.7583,4.639,1.8858
5.6736,6.101,0.7423
8.2874,5.2784,0.0204
2.3629,4.2033,1.1839
2.9639,4.143,0.0855
3.0179,5.9537,0.9926
0.4087,1.4049,0.7651
3.1469,6.196,3.3251
8.7791,2.189,1.636
9.1199,2.8769,0.4137
1.0964,4.2286,0.6728
4.5806,8.2552,2.3557
3.8135,7.5161,0.2835
4.8936,6.0597,0.5662
5.5472,5.5348,0.0699
0.2026,2.2066,1.6319
8.4224,5.2351,2.1736
9.7366,4.1762,0.1513
6.534,3.775,1.1399
6.6045,5.2322,12.1879
5.2798,4.2933,0.3305
3.3427,6.3039,7.3072
1.4898,2.0961,2.4934
5.8406,5.1125,0.3355
0.4494,3.6814,0.9527
8.245,4.3855,3.3987
4.2091,5.4569,0.4596
4.1475,3.324,0.4439
3.2717,5.2463,0.8513
9.6935,4.6815,0.7057
1.7492,4.0091,0.6982
1.5131,4.2941,6.0551
1.6553,4.7682,3.3514
6.5853,3.8482,0.6028
9.919,5.0106,2.3645
2.3548,4.5827,2.5903
9.0562,4.0831,0.7666
2.7862,7.3848,10.9237
6.479,5.6229,0.9451
0.405,4.4259,0.9203
4.9565,5.2188,1.286
6.5457,3.4598,2.6287
5.3632,4.3448,11.0412
2.3784,4.5199,1.6416
8.285,3.1298,0.6958
9.7014,5.581,0.7124
4.592,4.2416,1.4246
6.3592,4.4668,0.2956
7.9041,4.1469,0.9512
2.4149,9.4386,1.38
8.6445,4.0061,7.8838
2.802,1.897,12.8745
7.7583,2.6001,4.4938
1.121,6.139,2.084
2.8839,7.0047,4.216
5.3362,3.9773,0.1273
5.2492,6.9184,0.3749
8.5043,6.1124,0.3138
9.9613,4.7158,1.3869
1.0721,4.6093,1.0891
2.7139,5.2713,0.9315
3.576,6.3162,0.4852
4.7892,5.5959,1.9059
4.9391,3.9848,0.2546
8.562,4.7387,0.063
7.7056,7.9719,0.7719
0.1885,5.3768,0.5387
4.5502,6.304,0.9101
6.1807,5.8098,0.5429
4.604,5.41,0.9707
1.3065,5.163,5.165
3.9747,6.3461,0.2997
4.1166,6.078,0.5222
1.8772,5.3958,1.0565
7.5631,3.9594,12.744
3.214,5.5783,0.0073
5.8899,4.8995,0.853
5.1573,4.5376,3.1672
8.7743,9.0182,1.8572
1.2201,2.6914,1.2309
1.1426,6.4378,0.3057
3.0032,3.706,0.1372
4.3121,5.1968,4.7981
2.9854,8.8529,2.4825
7.6319,3.5564,0.3552
2.4527,3.9142,0.8917
0.8477,4.9737,3.4721
4.138,3.7292,2.0201
7.7338,6.3261,2.6655
8.5056,4.1982,1.8558
7.3334,5.981,1.3845
5.5789,3.0062,0.1362
7.2419,2.2898,0.1542
6.8139,4.6565,5.3492
2.3437,2.6472,3.16
5.5076,7.2774,0.1477
7.7061,2.7053,2.4174
3.1712,3.4435,0.9317
6.5397,5.6204,0.3267
4.8148,4.1205,0.6331
5.0316,2.7224,4.5909
0.9006,8.0599,2.2496
6.6622,3.4975,0.0145
8.6569,4.7056,2.5646
1.4143,4.6862,0.0074
3.6611,6.0655,4.4362
0.4867,5.6935,1.9509
0.2963,3.7598,2.047
9.8966,4.5113,0.033
4.9347,4.6596,0.1425
3.5552,6.1234,1.4412
2.7488,3.2475,0.6932
9.8001,8.0272,1.4027
2.5225,3.8612,1.146
7.2571,4.9869,3.5932
2.8376,3.26,0.2901
0.7049,3.0528,0.9073
6.8328,3.6884,0.787
0.0163,3.5442,4.1321
6.7575,4.3786,1.9129
2.5038,3.5316,0.5216
7.461,6.0433,0.9276
7.6975,3.8255,0.5371
7.2411,3.6593,1.1228
0.2448,4.4105,1.33
7.0374,6.4893,2.3579
9.9015,5.3223,1.4021
2.4263,4.8505,4.8902
2.7424,2.8504,1.7393
8.1353,3.2859,0.4409
1.604,3.0824,2.1993
6.6058,6.9603,1.7347
7.5503,5.7958,0.2451
0.3716,3.7076,0.1057
5.5376,4.1534,0.4637
5.7588,3.7621,0.9586
3.0344,3.6712,0.2034
8.7634,5.6905,0.1467
1.6275,4.5687,1.5291
3.6419,8.1218,0.224
8.4867,6.8755,6.1149
1.9064,6.9642,1.562
8.2137,6.007,0.3537
0.7907,4.366,7.7426
4.8923,5.8967,1.7
0.7533,4.4768,4.5045
6.779,7.4454,1.3949
7.906,5.6064,1.1951
8.4986,5.3935,5.7943
9.8126,5.1906,2.54
6.7202,7.6104,1.7634
7.6906,2.8494,1.1173
5.0576,7.7574,1.586
9.1274,4.7208,2.2987
6.4376,2.8908,2.1304
8.8355,3.8717,1.2385
2.3545,2.5238,0.6098
4.9674,5.9805,0.4622
7.2982,3.4426,0.7185
2.0272,5.253,0.5649
2.1134,6.7013,0.0056
9.7804,3.992,1.7316
4.3461,4.5978,2.6282
1.8182,3.045,4.7894
3.3146,4.4175,8.2416
3.9738,8.861,3.081
6.2309,6.1669,1.2183
9.2301,4.6029,0.7764
9.8659,4.0825,2.1958
6.517,4.936,3.899
6.9992,5.1951,1.2145
3.2183,4.3714,0.8227
8.5716,5.7951,3.482
2.178,3.5698,0.0597
1.0638,3.5624,3.3498
9.7326,5.5553,0.3639
8.6414,3.247,0.2299
3.0365,6.0935,1.8202
6.7517,4.9786,4.2838
4.6702,2.2581,1.1756
3.2313,5.1642,1.8399
2.8677,2.4723,5.5964
1.3603,6.04,0.4423
5.4932,4.6269,1.6578
4.466,7.7766,2.9992
5.1219,6.607,2.8143
2.1536,3.409,2.0742
9.3861,1.9689,0.4738
6.3859,3.8673,0.8713
8.996,3.1681,0.1547
1.0927,7.7386,2.6181
6.2285,4.9845,0.2284
8.4946,6.4001,0.019
3.3092,4.5725,0.564
1.9514,4.7305,1.2158
2.6502,4.9511,0.4385
2.7293,6.6598,2.2115
4.472,5.4674,0.7048
3.2596,3.414,1.1546
2.7127,7.4338,2.6359
6.4851,4.5608,0.9521
0.5303,4.3167,1.3907
3.4036,0.7557,0.6712
6.8975,5.9516,1.3459
1.7585,5.1515,0.3631
2.2093,5.1499,0.2435
2.0067,4.3958,6.7278
0.0093,4.1372,2.2662
4.7377,4.4456,2.3402
0.3896,5.6947,0.7462
2.7294,5.9587,0.8478
9.948,4.6535,2.46
9.184,6.4234,3.0074
2.1508,4.8815,0.1468
3.1,4.2437,0.3588
4.637,5.2976,0.5195
8.4441,2.9609,2.1202
8.0265,5.3491,5.2192
1.2624,2.6867,3.0684
1.2445,3.4584,2.4229
4.1673,1.972,0.1397
8.701,4.7373,0.6319
8.8208,7.4145,5.1593
1.0737,4.8244,0.1018
5.743,5.9654,3.3668
1.5568,8.5285,0.3736
6.8613,5.6061,1.4115
9.1643,3.8522,0.0763
4.5477,4.0586,3.6776
0.8308,5.001,0.7334
5.7925,4.0507,4.2267
4.0852,4.1629,1.8984
8.109,6.4779,6.6974
3.4034,6.5392,3.4639
8.749,2.5297,0.0216
2.737,3.7727,1.1651
1.5752,4.304,2.7143
3.0648,5.8986,1.6886
0.3492,6.7146,4.8445
2.8125,9.053,1.2345
6.6012,4.3015,2.4572
1.4228,4.3764,0.4739
1.1136,5.8829,2.8742
1.3239,3.9767,1.1073
0.7755,4.7886,0.5986
8.7464,4.3774,2.8751
9.4412,1.0675,6.4732
0.4656,5.1848,0.7093
7.6007,4.7265,0.1281
7.3715,6.9068,0.5845
9.9691,5.0082,0.3492
3.4787,3.1179,4.2166
2.8551,4.6129,2.9818
4.5308,1.8634,0.3977
8.5658,3.1836,4.9374
7.2859,5.9533,2.6009
4.7162,4.629,5.8978
2.4456,6.3838,0.6853
7.2702,2.0497,2.0369
8.5453,4.6363,1.5666
3.9995,4.2867,1.0216
6.6859,6.4338,0.2793
4.0021,6.0091,1.6166
4.7849,5.9634,0.5063
5.2491,7.3121,2.8585
7.7573,4.4479,7.621
9.7751,7.0026,2.612
4.4437,3.4337,0.0744
3.4232,3.3787,0.9944
3.7359,6.1291,0.772
1.3389,2.7429,2.1934
2.9694,5.8591,4.9469
0.8645,5.152,6.3934
4.2789,6.6078,2.1557
1.6736,4.9108,1.1239
3.4641,5.0841,1.4795
7.9358,5.7639,0.8852
2.4593,4.006,0.7566
6.1189,3.9407,0.9652
9.0118,5.7116,0.069
5.6693,4.9561,1.911
1.9379,4.389,4.967
3.4477,4.8758,6.2453
5.9037,7.3918,1.1643
5.0661,4.3355,0.5036
1.4862,4.292,0.7204
4.468,2.4388,1.6831
5.4307,4.9365,1.3551
2.6733,5.9853,0.4127
6.1245,6.2543,1.032
0.7016,5.1623,2.6548
3.3661,6.4338,0.4509
8.0428,6.0968,0.5646
2.5928,6.6694,1.7086
6.0518,6.4765,4.0276
4.1003,7.355,1.1675
3.1646,4.7455,0.3148
9.1613,3.0094,0.3137
3.4326,5.9956,1.0877
2.3668,6.1708,7.2999
9.093,7.355,5.738
7.4594,6.9219,2.0854
6.818,7.9182,2.5575
0.4953,5.9298,1.2514
1.312,5.3432,3.4192
6.3834,2.9225,0.2445
2.0943,5.4621,4.8203
2.2564,4.1712,0.7106
7.7914,5.3173,3.6178
2.8592,5.0818,2.4706
0.7159,5.7076,0.952
0.3643,4.854,1.3388
4.4318,6.4025,1.8021
6.1713,0.9153,1.5652
8.6889,5.285,5.4849
1.108,6.8037,2.3424
1.9667,7.8051,0.505
5.298,6.0979,5.7621
3.6411,7.5273,1.3128
4.8254,5.2534,0.3191
9.2412,5.0043,0.3098
5.4489,5.7941,0.818
